rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams
1,"spotify:track:6lU4BQWZomCWRfKSowfezE","Ufo361","Emotions","Stay High",1,-1,1,"5880652"
2,"spotify:track:3ZdDYeaZzeYnrP4crgXzPk","Shirin David","90-60-111","Juicy Money Records",2,-1,1,"5200103"
3,"spotify:track:127QTOFJsJQp5LbJbu3A1y","Drake","Toosie Slide","OVO",1,1,4,"3094661"
4,"spotify:track:39Yp9wwQiSRIDOvrVg7mbk","THE SCOTTS, Travis Scott, Kid Cudi","THE SCOTTS","Cactus Jack / Epic",4,-1,1,"2980537"
5,"spotify:track:0VjIjW4GlUZAMYd2vXMi3b","The Weeknd","Blinding Lights","Republic Records",2,4,22,"2892501"
6,"spotify:track:24Yi9hE78yPEbZ4kxyoXAI","SAINt JHN, Imanbek","Roses - Imanbek Remix","Columbia/B1 Recordings",4,5,24,"2796011"
7,"spotify:track:20rTzps5LFpeylWrzM84zS","Samra","BaeBae","Urban",1,3,3,"2500572"
8,"spotify:track:4rD3luOvJQ9meRCBG7WPER","Ufo361","Final Fantasy","Stay High",6,6,2,"2212847"
9,"spotify:track:7v8OynJxOxHoeS5C2UA9Y7","Capital Bra, Loredana","Nicht verdient","URBAN",9,-1,1,"2205360"
10,"spotify:track:3H7ihDc1dqLriiWXwsc2po","Topic, A7S","Breaking Me","Virgin",5,10,17,"2184575"
11,"spotify:track:62aP9fBQKYKxi7PDXwcUAS","Surf Mesa, Emilee","ily (i love you baby) (feat. Emilee)","Astralwerks",11,11,8,"2180994"
12,"spotify:track:4K9BEykCbkN1y0by5VAruR","KAYEF","Ich würd' lügen","Kayef Media",12,13,4,"2104052"
13,"spotify:track:6I2jabBRzwhiYHsSTqnrRC","Samra, Capital Bra","365 Tage","Urban",2,2,2,"2097844"
14,"spotify:track:3zu4LFZ5qruUJwtDpCRQW4","Ufo361","Allein sein","Stay High",2,27,5,"1903829"
15,"spotify:track:7sMe3DBnBppU4COnQJHRV5","Dardan","WIE LANG?????????","Hypnotize Entertainment",7,7,2,"1886427"
16,"spotify:track:1vZqDXhvyXAwSM8V6MU0N5","CÉLINE","Tränen aus Kajal","BTGS / A Million / Groove Attack",16,23,4,"1841334"
17,"spotify:track:7eJMfftS33KTjuF7lTsMCx","Powfu, beabadoobee","death bed (coffee for your head)","Columbia",15,16,10,"1790420"
18,"spotify:track:7vgv8KZBSo0TPzyIWG9yzV","Ava Max","Salt","Atlantic Records",12,18,11,"1771154"
19,"spotify:track:6hw1Sy9wZ8UCxYGdpKrU6M","Apache 207","Roller","Four Music/Two Sides",1,20,36,"1726430"
20,"spotify:track:1rgnBhdG2JDFTbYkYRZAku","Tones And I","Dance Monkey","Elektra (NEK)",2,17,39,"1671859"
21,"spotify:track:0gThlZWwZWkDqRKGOz2CN1","Symba","Angels Sippen","SME - Symba",9,14,5,"1656350"
22,"spotify:track:61ZM92T2zaXIVsqncThQzC","Robin Schulz, Alida","In Your Eyes (feat. Alida)","WM Germany",12,21,16,"1654277"
23,"spotify:track:0dy5NFDnx5fuZvE8ZXEX35","Bonez MC","Shotz Fired","187 Strassenbande",2,8,3,"1645342"
24,"spotify:track:719aY5gAzJbx2PHjyalZQu","Zuna, Loredana, SRNO","Du bist mein","KMN Gang",1,12,5,"1624348"
25,"spotify:track:2xLMifQCjDGFmkHkpNLD9h","Travis Scott","SICKO MODE","Cactus Jack / Epic / Grand Hustle",25,193,37,"1573624"
26,"spotify:track:4n0Ke1KJsPHvd7xRoU29E2","Dardan, Monet192","H <3 T E L","Hypnotize Entertainment",1,19,6,"1539363"
27,"spotify:track:7C1trmcQQ5n5RNy4l6ziCv","Nea, Felix Jaehn","Some Say - Felix Jaehn Remix","Milkshake",24,25,12,"1533242"
28,"spotify:track:7ytR5pFWmSjzHJIeQkgog4","DaBaby, Roddy Ricch","ROCKSTAR (feat. Roddy Ricch)","South Coast Music Group/Interscope Records",28,39,2,"1527818"
29,"spotify:track:3UE1ojFN1y0GybCNSyKGdK","Shindy","What's Luv","Sony Music/Friends with Money",1,15,4,"1520496"
30,"spotify:track:1kNOYGYeUNIemqnotftMck","Elias","Underdog","Epic Local",30,-1,1,"1520356"
31,"spotify:track:1AoQsB9ezUA8hIX3pK93nO","Ufo361","Rolling Loud","Stay High",31,-1,1,"1506591"
32,"spotify:track:3qGVwrHmgcXCa8gSLFksCB","Ufo361","Eliantte","Stay High",32,-1,1,"1423071"
33,"spotify:track:0nbXyq5TXYPCO7pr3N8S4I","Roddy Ricch","The Box","Atlantic Records",11,26,18,"1401896"
34,"spotify:track:4nK5YrxbMGZstTLbvj6Gxw","BENEE, Gus Dapperton","Supalonely","Republic Records",26,28,8,"1397056"
35,"spotify:track:2QfmSvSMwTXcvlIkU0w1Yk","Ufo361","Rich Rich","Stay High",1,121,10,"1341896"
36,"spotify:track:78qd8dvwea0Gosb6Fe6j3k","Doja Cat","Boss Bitch","Atlantic Records",26,31,8,"1304424"
37,"spotify:track:3eekarcy7kvN4yt5ZFzltW","Travis Scott","HIGHEST IN THE ROOM","Cactus Jack / Epic",8,131,30,"1295067"
38,"spotify:track:04e7gxVx4zMzgQ589bMMim","Ufo361","Fokus auf die Zukunft","Stay High",22,22,2,"1289599"
39,"spotify:track:71MINiRBFEr7pLzljbDDSZ","Ufo361","Bad Girls, Good Vibes","Stay High",1,108,7,"1251693"
40,"spotify:track:6gBFPUFcJLzWGx4lenP6h2","Travis Scott","goosebumps","Epic/Grand Hustle",40,-1,10,"1249063"
41,"spotify:track:1ODvFnDBC1c79WF5h0mepn","Mert, Alpa Gun","Ausländer 2020 (feat. Alpa Gun)","Mula Brothers/WM Germany",9,9,2,"1241458"
42,"spotify:track:0OyQns5ayNK2OVaES0Vb8t","Juice WRLD","Righteous","Grade A Productions/Interscope Records",42,-1,1,"1231220"
43,"spotify:track:0zmXUu2BMdAfWLrs0QKF6o","Ufo361","Kobe Bryant","Stay High",43,-1,1,"1204376"
44,"spotify:track:4gc0hGrVOhDcQtbw3cjI98","Ufo361","Do Not Disturb","Stay High",44,-1,1,"1151953"
45,"spotify:track:76nqCfJOcFFWBJN32PAksn","Ava Max","Kings & Queens","Atlantic Records",45,53,7,"1151573"
46,"spotify:track:22LAwLoDA5b4AaGSkg6bKW","Lil Mosey","Blueberry Faygo","Mogul Vision/Interscope Records",23,32,11,"1150160"
47,"spotify:track:2rRJrJEo19S2J82BDsQ3F7","Trevor Daniel","Falling","Alamo",8,36,24,"1140938"
48,"spotify:track:3PfIrDoz19wz7qK7tYeu62","Dua Lipa","Don't Start Now","Urban",19,33,26,"1098274"
49,"spotify:track:0X4hMHBj4Ra6h1tIQGl1CH","Tom Gregory","Fingertips","Kontor Records",36,43,8,"1086482"
50,"spotify:track:1fcefvJF4u4LvMkbgO3Mih","Veysel","Wie du siehst","Bela Boyz",50,-1,1,"1080971"
51,"spotify:track:7N06jo3EnV792VFaG8vuW6","Felix Jaehn, VIZE, Miss Li","Close Your Eyes","Virgin",22,45,19,"1061411"
52,"spotify:track:14P8s5aiDr32gcQ5ESaYBO","Kontra K","Puste sie weg","BMG Rights Management GmbH",4,37,5,"1049672"
53,"spotify:track:2alc8VZAzDgdAsL2QMk3hu","DripReport","Skechers","Arista Records",30,41,7,"1048771"
54,"spotify:track:3l72nWivgNKYMFC7OwMEO0","LEA","Treppenhaus","Four Music/Treppenhaus Records",29,46,8,"1033212"
55,"spotify:track:1V7JaMp11LKGwKiVmSetf0","Joker Bra, VIZE","Baby","Bra Musik",1,42,13,"1026663"
56,"spotify:track:3AzjcOeAmA57TIOr9zF1ZW","Dua Lipa","Physical","Urban",25,44,13,"1023525"
57,"spotify:track:2A0CxheiQGQdCiKtOR7jMP","LUM!X, D.T.E, Gabry Ponte, MOKABY","The Passenger (LaLaLa) [feat. MOKABY]","Spinnin' Records",47,50,11,"1021686"
58,"spotify:track:3Dv1eDb0MEgF93GpLXlucZ","Doja Cat","Say So","Kemosabe Records/RCA Records",44,51,15,"1000028"
59,"spotify:track:4sClRHhZXIuWqCwaXObnMr","Ali471","GOALGETTER","Ali471",30,30,2,"993532"
60,"spotify:track:2zHB5UEDgaEGHeiC3Xv3I1","Monet192","Live","WM Germany",60,-1,1,"981952"
61,"spotify:track:1Cv1YLb4q0RzL6pybtaMLo","Surfaces","Sunday Best","Surfaces, LLC / TenThousand Projects, LLC",41,49,11,"967374"
62,"spotify:track:4zLSkwZaiMfzzapPCbdG90","GAMPER & DADONI","Gimme! Gimme! Gimme!","Big Top Amsterdam",52,57,9,"923781"
63,"spotify:track:017PF4Q3l4DBUiWoXk4OWT","Dua Lipa","Break My Heart","Urban",39,55,5,"920939"
64,"spotify:track:1hoLUVBx0ixX3kn0EX0P5n","Juju, Loredana, Miksu / Macloud","Kein Wort","JINX Music",1,54,15,"919840"
65,"spotify:track:2a70a8nDkh7pjzkGA8CbQ3","Ufo361","Nur zur Info","Stay High",12,-1,17,"917453"
66,"spotify:track:55CHeLEfn5iJ0IIkgaa4si","Megan Thee Stallion","Savage","300 Entertainment",37,52,6,"905831"
67,"spotify:track:7Gxh5SAuoMHkcLoLzlKVhd","Samra","Weiss","Urban",2,40,12,"904648"
68,"spotify:track:2PGA1AsJal6cyMNmKyE56q","Apache 207","200 km/h","Four Music/Two Sides",2,58,32,"902739"
69,"spotify:track:0JjM9bKm4wrwohMslcm892","G-Eazy, Tory Lanez, Tyga","Still Be Friends (feat. Tory Lanez & Tyga)","BPG/RVG/RCA Records",39,56,12,"893456"
70,"spotify:track:67ojvEGRPAUCOohuMPqoRC","Capital Bra, Samra, LEA","110","Urban",1,63,32,"884232"
71,"spotify:track:1EkcoZn8GA9PRPU9X9sPti","badmómzjay","Move","Vertigo Berlin",17,34,3,"880362"
72,"spotify:track:05yTaWPb5rtmcLjc8gh6dB","Samra, Capital Bra","Berlin","Urban",2,38,7,"877264"
73,"spotify:track:2tnVG71enUj33Ic2nFN6kZ","Regard","Ride It","Ministry of Sound Recordings",12,60,37,"866431"
74,"spotify:track:6jX0CXNY3zsIMgw2tEZC5h","Nico Santos, Topic","Like I Love You","Virgin",74,77,7,"859642"
75,"spotify:track:3FGiFUJRRp5RGikVrs6kig","Alicia Keys","Underdog","RCA Records Label",53,64,8,"859286"
76,"spotify:track:7HZoWhGQaKg97OsqG7HLOS","Ufo361, Future","Big Drip","Stay High",2,-1,12,"858739"
77,"spotify:track:24UgOPKL5S1vwzLwUtPsz7","FOURTY","WEISSER RAUCH","Life Is Pain",76,76,6,"858126"
78,"spotify:track:5cDPbx1QZnkkWyAs4eRnQy","AK AUSSERKONTROLLE","Das ist für die Diebe","XY Records",24,24,2,"829179"
79,"spotify:track:07f2b3CTdgKKlhv0mqUksz","Juju, Henning May","Vermissen (feat. Henning May)","JINX Music",1,67,52,"804059"
80,"spotify:track:7qwWwsa6otLM0UOEamls4s","The Cratez, Bausa, Maxwell, Joshi Mizu","Skifahren (feat. Joshi Mizu)","GOLD LEAGUE/RBK",3,66,24,"791957"
81,"spotify:track:5t5qCzrc2rJh0EWoquqQXq","Farid Bang","NADOR CITY GANG","Farid Bang II/WM Germany",29,29,2,"790404"
82,"spotify:track:1jaTQ3nqY3oAAYyCTbIvnM","Jack Harlow","WHATS POPPIN","Generation Now/Atlantic",68,68,9,"786974"
83,"spotify:track:5yY9lUy8nbvjM1Uyo1Uqoc","Future, Drake","Life Is Good (feat. Drake)","Epic/Freebandz",12,65,16,"786935"
84,"spotify:track:1GHgDIODujliWFayEhHx1n","Fynn Kliemann","Alles was ich hab","twoFinger Records",36,102,10,"778760"
85,"spotify:track:665AK0ovB11McZRwfa852G","Vicetone, Tony Igy","Astronomia","Columbia International",85,89,4,"775989"
86,"spotify:track:7qEHsqek33rTcFNT9PFqLf","Lewis Capaldi","Someone You Loved","Vertigo Berlin",27,78,69,"763273"
87,"spotify:track:2grAr8pWMuLWn8ZYEE9wDV","Tones And I","Never Seen The Rain","Elektra (NEK)",53,71,13,"762823"
88,"spotify:track:2WUTIJg00PTGffnWkLXRbN","Hava","Nagelneu","RCA",88,-1,1,"751969"
89,"spotify:track:14wf185UxfNbSy8dwt4r4q","Black Eyed Peas, Ozuna, J. Rey Soul","MAMACITA","Epic",89,163,2,"742376"
90,"spotify:track:696DnlkuDOXcMAnKlTgXXK","Arizona Zervas","ROXANNE","Arizona Zervas",18,74,26,"732462"
91,"spotify:track:2u8AXJyk8pICzj2wyPBL0b","Sido, Apache 207","2002","Urban",5,87,31,"731660"
92,"spotify:track:3sCCWhPIM0Hizqf2Qsa0bE","Haftbefehl","1999 Pt. 5 (Mainpark Baby)","Urban",92,-1,1,"728492"
93,"spotify:track:1IikW5aCjY08gagX94j3fJ","Pashanim","Hauseingang","Urban",40,97,19,"713427"
94,"spotify:track:2Fxmhks0bxGSBdJ92vM42m","Billie Eilish","bad guy","Darkroom/Interscope Records",3,92,57,"703608"
95,"spotify:track:5NruCL3mzAlLav6W8WGbpC","Clueso","Sag Mir Was Du Willst","Epic Local",95,146,2,"703576"
96,"spotify:track:7FIWs0pqAYbP91WWM0vlTQ","Eminem, Juice WRLD","Godzilla (feat. Juice WRLD)","Shady/Aftermath/Interscope Records",8,95,15,"698616"
97,"spotify:track:3Ve0ag71EeiQalsl7Ha4Dw","AnnenMayKantereit","Ausgehen","AnnenMayKantereit & Irrsinn Tonträger",50,96,12,"692517"
98,"spotify:track:3R3rQ7FbTJdsi5She10YvI","Loredana, Rymez","Angst","Loredana",1,69,8,"691698"
99,"spotify:track:2RaKlveGCllSaXloN8kmzV","RIN","Alien","GOLD LEAGUE/DIVISION",7,107,21,"690588"
100,"spotify:track:5Bj9rLRVpf5xxQwhlyOOeh","Dardan","D A YYY T O N A","Hypnotize Entertainment",4,85,9,"687312"
101,"spotify:track:0A141i02gDs2bG0Nnby51X","Samra, ELIF","Zu Ende","Urban",3,59,14,"681495"
102,"spotify:track:1fipvP2zmef6vN2IwXfJhY","Sam Smith, Demi Lovato","I’m Ready (with Demi Lovato)","Capitol",102,109,2,"680836"
103,"spotify:track:7Ek9e3eIuktIFjpDRQfmHE","Luciano","Mios mit Bars","Urban",1,93,11,"672322"
104,"spotify:track:7CHi4DtfK4heMlQaudCuHK","MEDUZA, Becky Hill, Goodboys","Lose Control","Virgin",32,83,28,"672156"
105,"spotify:track:3frUvGrmGcay91lvFbOgsN","Kygo, Zara Larsson, Tyga","Like It Is","Kygo",55,94,5,"670813"
106,"spotify:track:3cqPu20DGTGUoZtbJH2Dmi","Ali Gatie","What If I Told You That I Love You","Warner Records",9,86,14,"670500"
107,"spotify:track:4umIPjkehX1r7uhmGvXiSV","Justin Bieber, Quavo","Intentions (feat. Quavo)","RBMG/Def Jam",22,91,12,"666982"
108,"spotify:track:2gMXnyrvIjhVBUZwvLZDMP","Lewis Capaldi","Before You Go","Vertigo Berlin",52,119,23,"658531"
109,"spotify:track:7iKuKHyURUbYyeOsAm7kWD","MC Bilal, Pietro Lombardi","Wenn sich die eine Tür schließt","SME - NEXT LEVEL DREAMS",109,-1,1,"658132"
110,"spotify:track:1KKooKZBpTAPVFjGvStjsa","Luciano","Trippin’","Urban",6,70,5,"649326"
111,"spotify:track:7DvTrDWYytzKkKP5WfyhxU","CÉLINE","Für Mich","BTGS / A Million / Groove Attack",73,88,7,"648785"
112,"spotify:track:0Dlcu2fgHklOnajVu2dUNU","Capital Bra, Samra","Tilidin","Urban",1,115,45,"644110"
113,"spotify:track:21jGcNKet2qwijlDFuPiPb","Post Malone","Circles","Republic Records",16,113,35,"643864"
114,"spotify:track:7ygVaACDENw4PgLbN1awFE","Apache 207","Matrix","Four Music/Two Sides",1,112,10,"642270"
115,"spotify:track:4OVF6uwZlMOSlZmHDnwliX","RIN, Bausa","Keine Liebe","GOLD LEAGUE/DIVISION",3,116,28,"640575"
116,"spotify:track:6dNB3XdAzx7kTf5wa8Rg89","Apache 207","Wieso tust Du dir das an?","Four Music/Two Sides",1,114,28,"638936"
117,"spotify:track:7szuecWAPwGoV1e5vGu8tl","The Weeknd","In Your Eyes","Republic Records",30,111,6,"633143"
118,"spotify:track:5oFqV7RK8agXk9wzhuSZBj","Kianush, PA Sports","KRIMINELL","Life Is Pain",12,117,12,"620670"
119,"spotify:track:0ui2kVwPZKHaZxGhdIzBrp","Nimo","Nur wegen dir","385ideal",13,125,11,"620309"
120,"spotify:track:7zjscS3snyHqdDHESPKIVB","Monet192, Hatik","Dämon (feat. Hatik)","WM Germany",63,105,4,"620020"
121,"spotify:track:3tSy9yUo0rb1LR61CS5O7l","Soolking, MERO","Hayati","Universal Music Division Capitol Music France",6,80,6,"618530"
122,"spotify:track:6xcJyGpfZbuuiequtnlKt4","Travis Scott","BUTTERFLY EFFECT","Cactus Jack / Epic / Grand Hustle",86,-1,27,"617824"
123,"spotify:track:4D4tA2ara3ihoOvjupr8cG","Luciano","Sip","Urban",2,110,8,"616598"
124,"spotify:track:4HDCLYli2SUdkq9OjmvhSD","PARTYNEXTDOOR, Rihanna","BELIEVE IT","OVO Sound/Warner Records",46,100,5,"613752"
125,"spotify:track:3ZCTVFBt2Brf31RLEnCkWJ","Billie Eilish","everything i wanted","Darkroom/Interscope Records",12,118,24,"611784"
126,"spotify:track:7aiClxsDWFRQ0Kzk5KI5ku","blackbear","hot girl bummer","Alamo",15,129,33,"596481"
127,"spotify:track:0qaWEvPkts34WF68r8Dzx9","Riton, Oliver Heldens, Vula","Turn Me On (feat. Vula)","Ministry of Sound Recordings",23,81,27,"596181"
128,"spotify:track:0WZcZ72rsWqFbiIRgEWb0Q","ELIF","EIN LETZTES MAL","Jive",128,-1,1,"592285"
129,"spotify:track:43K8bfB18EZLECMsek891j","Nash, Miami Yacine","FMFC","KMN Gang",129,-1,1,"590023"
130,"spotify:track:2jSEuXO2G4WtLbkHHN5NU2","Samra","6 Uhr","Urban",5,62,8,"585649"
131,"spotify:track:62DgryWob8DaPfC9XCkjNI","Samra, Capital Bra","Tief in die Nacht","Urban",35,35,2,"580579"
132,"spotify:track:2rWnTpXD0jq5lymyg4xIKQ","Jamule","Ich hol dich ab","Life Is Pain",3,137,16,"579071"
133,"spotify:track:4AqN8IdKCfItCSbuaFch81","VIZE, Felix Jaehn","Thank You [Not So Bad]","Virgin",132,144,10,"573545"
134,"spotify:track:7lidXGPXPYLNThITAOTlkK","Halsey","You should be sad","Capitol Records",42,127,16,"564173"
135,"spotify:track:7wBJfHzpfI3032CSD7CE2m","Travis Scott","STARGAZING","Cactus Jack / Epic / Grand Hustle",21,-1,10,"559708"
136,"spotify:track:36J10AwMabBYxgNrV2S8gd","Dardan","6AM.........","Hypnotize Entertainment",4,139,16,"559633"
137,"spotify:track:1lht8jb3c6rEiVaqX94enH","Jerome","Light","Kontor Records",33,145,29,"558977"
138,"spotify:track:033if6Adj8fwBYsQzHOfQ8","Capital Bra, Samra","100k Cash","Bra Musik",2,128,9,"555208"
139,"spotify:track:3uhTOxvu2h2YEm0uPNF2vi","Apache 207","Doch in der Nacht","Four Music/Two Sides",6,138,27,"553933"
140,"spotify:track:5CVO4zkI7Q6qBalTtI4meW","Clueso","Tanzen","Epic Local",140,-1,1,"550907"
141,"spotify:track:6v3KW9xbzN5yKLt9YKDYA2","Shawn Mendes, Camila Cabello","Señorita","Island Records",1,130,45,"550568"
142,"spotify:track:113VXVS6lBFHSSHJRyKgZh","Remoe, Nura","Bist du dabei?","Remoe",142,-1,1,"542747"
143,"spotify:track:3Zigq1lfHmFRlyoRrh9k2s","Apache 207","Kein Problem","Four Music/Two Sides",17,142,51,"541370"
144,"spotify:track:3jCMdvc8bFOKChETbFV9Zc","Lena, Nico Santos","Better","Polydor",28,147,37,"536917"
145,"spotify:track:28SjW23Jrpgok6orjbFWdB","Lil Lano","Kein Grund","AnanasSquad",24,126,5,"536539"
146,"spotify:track:1b8EUZaOIqIp73aIafJRE5","FOURTY","HERZ GEGEN VERSTAND","Life Is Pain",146,-1,1,"535958"
147,"spotify:track:058Gim5mR65BceauqFm3oa","Samra","COLT","Urban",2,99,21,"534857"
148,"spotify:track:2kkcJ8tSDV42LdWcPjy6We","Samra, Capital Bra","Wieder Lila","Urban",1,143,50,"529042"
149,"spotify:track:2Jij6ebp6ToNKOn5DWlGxV","Bausa","Mary","WM Germany",10,151,57,"526500"
150,"spotify:track:2b8fOow8UzyDFAE27YhOZM","Maroon 5","Memories","Interscope Records*",28,149,32,"525944"
151,"spotify:track:79s5XnCN4TJKTVMSmOx8Ep","Pop Smoke","Dior","Victor Victor Worldwide/Republic Records",80,133,10,"524138"
152,"spotify:track:0eeQAVkMj5zIvOmWl2mB8O","Emilio","Roter Sand","Jive",152,-1,1,"520267"
153,"spotify:track:0u2P5u6lvoDfwTYjAADbn4","Billie Eilish, Khalid","lovely (with Khalid)","Darkroom",54,155,86,"518052"
154,"spotify:track:6xZ4Q2k2ompmDppyeESIY8","Twenty One Pilots","Level of Concern","Fueled By Ramen",109,134,3,"516771"
155,"spotify:track:7IGFSGKALyAxmVI8L4vqs9","Pietro Lombardi","Kämpferherz","Polydor",41,141,6,"514935"
156,"spotify:track:0YU17F0BlVXvmx5ytsR43w","LUM!X, Gabry Ponte","Monster","Spinnin' Records",34,160,46,"513477"
157,"spotify:track:4UOXo3xWnxYdTf3sFyRaUG","Bonez MC, RAF Camora","500 PS","187 Strassenbande",1,152,91,"513002"
158,"spotify:track:6xMBPfgaEQKshwp7oYrtP4","AK AUSSERKONTROLLE, Shindy","Hood","XY Records",8,123,5,"509234"
159,"spotify:track:6LcauUZjF1eXQrgqMUecHX","Tyga","Ayy Macarena","Columbia/Last Kings Records",9,150,24,"504629"
160,"spotify:track:0H9WHopZ62JeDaGau7REMw","Pashanim","Shababs botten","Urban",71,154,24,"503422"
161,"spotify:track:7k4t7uLgtOxPwTpFmtJNTY","KAROL G, Nicki Minaj","Tusa","TUSA - Karol G & Nicki Minaj",71,156,18,"503231"
162,"spotify:track:0OcAdj3oq7t7UuhaBwWmfx","reezy","CHAMPAGNE","Four Music/Two Sides",162,-1,1,"497840"
163,"spotify:track:1Zyj1TtYdxJsXjpwAEvDms","Samra","Mon Ami","Urban",2,106,14,"493724"
164,"spotify:track:1B89LtaW92jj4AqT7OZ0Fj","Nimo, Hava","KEIN SCHLAF","Urban",1,166,21,"492796"
165,"spotify:track:7nkN1tnFIZIIS4P5q4Krmb","The Cratez, Bonez MC","Honda Civic","GOLD LEAGUE/RBK",4,161,31,"492628"
166,"spotify:track:0lG68Bor3DwpEm0rxJShdP","Eno, Caza","Dämonen","Alles Oder Nix Records",166,-1,1,"488446"
167,"spotify:track:72EGc3ULtmj0oxT05PN6dw","BHZ, Longus Mongus, Monk, Dead Dawg","Flasche Luft","Sony Music/BHZ",42,120,4,"487944"
168,"spotify:track:5XVPNr0CAoUn1jD033Ucoo","Gzuz","Donuts","187 Strassenbande",2,164,14,"486916"
169,"spotify:track:6cy3ki60hLwimwIje7tALf","Black Eyed Peas, J Balvin","RITMO (Bad Boys For Life)","Epic/We The Best",29,157,27,"483961"
170,"spotify:track:5nmVf5dSgH4A25qsev28Mi","Dardan, Xiara","gENAuSo","Hypnotize Entertainment",4,170,37,"482465"
171,"spotify:track:5TGcyccg8Hkgn9jB7gUpMN","VIZE, Tom Gregory","Never Let Me Down","Kontor Records",171,-1,1,"478123"
172,"spotify:track:7My1iCGUznwNztIokee32S","Jerome","Take My Hand","Kontor Records",158,179,7,"476749"
173,"spotify:track:6Q3K9gVUZRMZqZKrXovbM2","Kygo, Sasha Alex Sloan","I'll Wait","Kygo",152,167,4,"471390"
174,"spotify:track:0K5vPCPPPQYzrKHc17qB1I","Dhurata Dora, Azet","Lass los","Dora",7,158,9,"470654"
175,"spotify:track:285pBltuF7vW8TeWk8hdRR","Juice WRLD","Lucid Dreams","Juice WRLD Mixtape / ISR P&D",28,188,65,"470280"
176,"spotify:track:2vDxrqUKTkgSxn7x3JYms9","Felix Jaehn, GASHI, FAANGS","SICKO","Virgin",173,199,3,"469509"
177,"spotify:track:1FuJKBi6XdFyf8Yzmck468","Kontra K","Letzte Träne","BMG Rights Management GmbH",4,176,50,"464767"
178,"spotify:track:2kJwzbxV2ppxnQoYw4GLBZ","JP Saxe, Julia Michaels","If the World Was Ending (feat. Julia Michaels)","Arista Records",87,181,16,"459912"
179,"spotify:track:3TpfrAGTazc3neqJbGYhHh","Maestro, Mois","SCHREI (feat. Mois)","Keller GmbH/WM Germany",48,48,2,"458617"
180,"spotify:track:3jjujdWJ72nww5eGnfs2E7","Harry Styles","Adore You","Columbia",82,169,21,"458583"
181,"spotify:track:0E9ZjEAyAwOXZ7wJC0PD33","Dynoro, Gigi D'Agostino","In My Mind","Columbia/B1 Recordings",1,175,103,"457054"
182,"spotify:track:2MQIoEYPKDZnGO5Iscrg7A","Ufo361, Future, Sonus030","Big Drip - Sonus030 Remix","Stay High",182,-1,1,"456409"
183,"spotify:track:4cSSL3YafYjM3yjgFO1vJg","NLE Choppa, Roddy Ricch","Walk Em Down (feat. Roddy Ricch)","Warner Records",156,172,5,"455313"
184,"spotify:track:4QnC1bIaMSfDQvF4XDhV5M","Selena Gomez","Boyfriend","Interscope Records",96,153,3,"448941"
185,"spotify:track:0TId5TSbdcBP32haUV4Aet","VIZE, Laniia","Stars","Kontor Records",20,174,48,"447565"
186,"spotify:track:0vEXgD2oSs5K7fSuk966n6","Kianush, PA Sports","CASINO ROYAL","Life Is Pain",21,173,21,"447310"
187,"spotify:track:6IwbgA2lca6IZZvo2wCL6Q","KASIMIR1441","KK","Bis Es Klappt Records",59,159,9,"445000"
188,"spotify:track:7sVQVuy2cdPfMIHDH9IKaP","JIGGO, Monet192","Para, Money, E's","JIGGO",63,194,16,"435462"
189,"spotify:track:02itaCXOdC54J0ISjqqFAp","R3HAB, A Touch Of Class","All Around The World (La La La)","Virgin",20,182,49,"431850"
190,"spotify:track:1DFD5Fotzgn6yYXkYsKiGs","MEDUZA, Goodboys","Piece Of Your Heart","Virgin",8,180,54,"430415"
191,"spotify:track:05Mp2UJulSttxQ4E6hQPH3","Bonez MC, RAF Camora, Maxwell","Ohne mein Team","AUF!KEINEN!FALL!",9,186,160,"429313"
192,"spotify:track:5rywC2PH49hTpJLXxwGlpE","Katja Krasavice","CASINO","Katja Krasavice/WM Germany",38,190,19,"424936"
193,"spotify:track:00XeFRxGrbMQoJPqVJSDjl","Samra","Schüsse im Regen","Urban",4,84,8,"424840"
194,"spotify:track:3uTiW4Tjt6FqSPRYNgzW5t","Nimo","KARMA","Urban",2,184,26,"424093"
195,"spotify:track:53XdY53ye6uoc8LV2JMvZV","Samra","Gebet","Urban",47,47,2,"422319"
196,"spotify:track:4rqliOZqYAbYEhMFSNuqKf","Olexesh","Jumpen","385ideal",196,-1,1,"421380"
197,"spotify:track:0PEwVF6TStGXMTnQMAk9kl","Apache 207","Sex mit dir","Four Music/Two Sides",9,191,27,"419025"
198,"spotify:track:4muheyGLJwYEmAQFA1G5lu","Eno, Murda","Was machst du","Alles Oder Nix Records",24,148,4,"414781"
199,"spotify:track:25sgk305KZfyuqVBQIahim","Ava Max","Sweet but Psycho","Atlantic Records",2,189,81,"413809"
200,"spotify:track:1rD0dknJwavElUpZ3AUyiO","Shirin David","Gib Ihm","Juicy Money Records",1,-1,51,"411774"
